
          -64      0.89915     -0.00129      0.71635
          -56      0.92566     -0.01290      0.71680
          -48      0.94281      0.01567      0.71726
          -40      0.94926      0.00515      0.71772
          -32      0.95991     -0.03229      0.71817
          -24      0.98095      0.00045      0.71863
          -16      0.99491     -0.00469      0.71909
           -8      0.99872      0.00539      0.71954
            0      1.01065     -0.01126      0.72000
            8      1.00981      0.01221      0.71954
           16      0.97627      0.00347      0.71909
           24      0.98283      0.00436      0.71863
           32      0.95071     -0.01601      0.71817
           40      0.96093      0.00482      0.71772
           48      0.91944      0.02002      0.71726
           56      0.92095      0.01374      0.71680
           64      0.91263      0.00037      0.71635
           72      0.88230      0.00128      0.71589
           80      0.84684     -0.00135      0.71544
           88      0.85748      0.00907      0.71498
           96      0.83162      0.01546      0.71453
          104      0.80591      0.00880      0.71408
          112      0.78599     -0.00771      0.71362
          120      0.77330      0.01003      0.71317
          128      0.77019      0.01026      0.71272
          136      0.77310     -0.00896      0.71226
          144      0.75252      0.01369      0.71181
          152      0.73362     -0.00659      0.71136
          160      0.72668      0.01598      0.71091
          168      0.74847     -0.00122      0.71046
          176      0.70644     -0.00322      0.71000
          184      0.70639     -0.01517      0.70955
          192      0.71965     -0.01929      0.70910
          200      0.70316      0.00619      0.70865
          208      0.71380     -0.00250      0.70820
          216      0.68859     -0.01365      0.70775
          224      0.68644      0.01392      0.70730
          232      0.68051      0.00653      0.70685
          240      0.67549     -0.01253      0.70640
          248      0.69225     -0.00094      0.70596
          256      0.68237     -0.01509      0.70551
          264      0.71199     -0.00307      0.70506
          272      0.66780      0.00300      0.70461
          280      0.69426      0.03124      0.70416
          288      0.69149      0.01092      0.70372
          296      0.69455      0.00108      0.70327
          304      0.68486      0.00909      0.70282
          312      0.68642      0.00663      0.70238
          320      0.68160     -0.00410      0.70193
          328      0.67852     -0.01023      0.70148
          336      0.68678     -0.02351      0.70104
          344      0.67571      0.00362      0.70059
          352      0.67895     -0.00080      0.70015
          360      0.68410      0.01519      0.69970
          368      0.68802     -0.01433      0.69926
          376      0.67762     -0.01321      0.69881
          384      0.67098     -0.00470      0.69837
          392      0.68176     -0.01270      0.69793
          400      0.67528     -0.00670      0.69748
          408      0.67073     -0.02466      0.69704
          416      0.66622      0.01007      0.69660
          424      0.66253     -0.00214      0.69615
          432      0.66655     -0.00187      0.69571
          440      0.66752     -0.00865      0.69527
          448      0.66992     -0.00069      0.69483
          456      0.68628      0.00800      0.69439
          464      0.66479     -0.00971      0.69395
          472      0.67650      0.00007      0.69351
          480      0.67848      0.01318      0.69306
          488      0.66982     -0.00584      0.69262
          496      0.66155     -0.00629      0.69218
          504      0.69082     -0.00803      0.69174
          512      0.68497     -0.00808      0.69131
          520      0.68446     -0.00155      0.69087
          528      0.67194      0.00119      0.69043
          536      0.69234     -0.01313      0.68999
          544      0.68366      0.00578      0.68955
          552      0.66970      0.00060      0.68911
          560      0.67343     -0.01653      0.68867
          568      0.69296      0.00770      0.68824
          576      0.66356      0.00643      0.68780
          584      0.68006      0.00283      0.68736
          592      0.69642      0.00555      0.68693
          600      0.68122     -0.01054      0.68649
          608      0.67228     -0.00412      0.68605
          616      0.68329     -0.00411      0.68562
          624      0.69517      0.00858      0.68518
          632      0.69358      0.00330      0.68475
          640      0.68729     -0.00616      0.68431
          648      0.68662     -0.00394      0.68388
          656      0.71407      0.00423      0.68344
          664      0.69843     -0.02531      0.68301
          672      0.68326      0.00401      0.68257
          680      0.69003      0.00298      0.68214
          688      0.69556      0.00728      0.68171
          696      0.67147      0.02267      0.68127
          704      0.69002      0.00149      0.68084
          712      0.68612     -0.00700      0.68041
          720      0.69228      0.00503      0.67998
          728      0.68780      0.00636      0.67955
          736      0.71595     -0.00560      0.67911
          744      0.69712      0.01883      0.67868
          752      0.69213     -0.02076      0.67825
